Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,E,correct_answer,model,dataset
53,"{
""Reasoning"": ""The authors propose an experiment where control bee colonies are fed only clover, while experimental colonies get clover plus pyrethrum-producing plants. For this comparison to validly test pyrethrum's effects, the authors must assume clover lacks pyrethrums. If clover naturally contained pyrethrums (Option A), both groups would have anti-mite benefits, undermining the experiment. Options B, C, and D are unsupported: Clover isn't a Chrysanthemum (B), proximity isn't discussed (C), and clover is implied as adequate general food (D). Confidence is high as the assumption is core to the experimental design."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"The authors propose an experiment where control bee colonies are fed only clover, while experimental colonies get clover plus pyrethrum-producing plants. For this comparison to validly test pyrethrum's effects, the authors must assume clover lacks pyrethrums. If clover naturally contained pyrethrums (Option A), both groups would have anti-mite benefits, undermining the experiment. Options B, C, and D are unsupported: Clover isn't a Chrysanthemum (B), proximity isn't discussed (C), and clover is implied as adequate general food (D). Confidence is high as the assumption is core to the experimental design.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
59,"{
""Reasoning"": ""The passage explicitly states that Lymie closes the book immediately after recognizing his father's coat being hung next to him ('a coat that he recognized as his father's was hung... Lymie closed the book'). He then addresses his father. Disruptions occurred earlier but didn't cause closure, and the chapter wasn't finished. No departure cues exist. High confidence."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.03,
""C"": 0.01,
""D"": 0.01
}",A,True,False,"The passage explicitly states that Lymie closes the book immediately after recognizing his father's coat being hung next to him ('a coat that he recognized as his father's was hung... Lymie closed the book'). He then addresses his father. Disruptions occurred earlier but didn't cause closure, and the chapter wasn't finished. No departure cues exist. High confidence.",A,0.95,0.03,0.01,0.01,0.0,A,deepseek_r1,sat_en
60,"{
  ""Reasoning"": ""The last paragraph describes Mr. Peters' physical aging but emphasizes his lack of awareness and continued behavior reminiscent of his younger self. His self-conscious gestures (showing a diamond ring, manicured hands) and the explicit statement that 'the young man had never deserted Mr. Peters' highlight his persistent identification with youth, not aging awareness or wealth obsession. Option B directly captures this theme."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.85,
  ""C"": 0.08,
  ""D"": 0.02
}",B,True,False,"The last paragraph describes Mr. Peters' physical aging but emphasizes his lack of awareness and continued behavior reminiscent of his younger self. His self-conscious gestures (showing a diamond ring, manicured hands) and the explicit statement that 'the young man had never deserted Mr. Peters' highlight his persistent identification with youth, not aging awareness or wealth obsession. Option B directly captures this theme.",B,0.05,0.85,0.08,0.02,0.0,B,deepseek_r1,sat_en
58,"{
""Reasoning"": ""The first paragraph meticulously describes the Alcazar Restaurant's physical layout, decor, and the history book Lymie uses, establishing the primary setting. While Lymie is introduced, the emphasis is on the place (restaurant) and object (book), not his habits or foreshadowing. Period details (e.g., shingled hair later) are secondary here."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.2,
""C"": 0.7,
""D"": 0.0
}",C,True,False,"The first paragraph meticulously describes the Alcazar Restaurant's physical layout, decor, and the history book Lymie uses, establishing the primary setting. While Lymie is introduced, the emphasis is on the place (restaurant) and object (book), not his habits or foreshadowing. Period details (e.g., shingled hair later) are secondary here.",C,0.1,0.2,0.7,0.0,0.0,C,deepseek_r1,sat_en
61,"{
""Reasoning"": ""Passage 1 explicitly states women hold a 'subordinate relation' (inferior status) to men but emphasizes their duties and influence are 'no less important' or 'all-pervading', just exercised differently through domestic/moral means. This directly matches option B. Options A, C, and D misinterpret the text: no safety dependence (A), no discussion of fewer responsibilities (C), and no claim of female superiority (D). Confidence is high due to explicit wording."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"Passage 1 explicitly states women hold a 'subordinate relation' (inferior status) to men but emphasizes their duties and influence are 'no less important' or 'all-pervading', just exercised differently through domestic/moral means. This directly matches option B. Options A, C, and D misinterpret the text: no safety dependence (A), no discussion of fewer responsibilities (C), and no claim of female superiority (D). Confidence is high due to explicit wording.",B,0.05,0.85,0.05,0.05,0.0,B,deepseek_r1,sat_en
57,"{
  ""Reasoning"": ""The passage begins with detailed descriptions of Lymie reading his history book, including his absorption in the content and mechanical eating. Midway, it shifts focus to disruptive newcomers (the party of four) and later to Mr. Peters' arrival and characterization. Thus, the primary shift is from Lymie's reading experience to observing others in the restaurant. Option D captures this progression accurately. Confidence is high (0.9) due to clear textual transitions."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.0,
  ""C"": 0.05,
  ""D"": 0.9
}",D,True,False,"The passage begins with detailed descriptions of Lymie reading his history book, including his absorption in the content and mechanical eating. Midway, it shifts focus to disruptive newcomers (the party of four) and later to Mr. Peters' arrival and characterization. Thus, the primary shift is from Lymie's reading experience to observing others in the restaurant. Option D captures this progression accurately. Confidence is high (0.9) due to clear textual transitions.",D,0.05,0.0,0.05,0.9,0.0,D,deepseek_r1,sat_en
62,"{
""Reasoning"": ""Beecher explicitly states in Passage 1 that women's influence operates within the domestic sphere ('accomplished in the domestic and social circle'), where their cultivated virtues inspire men to yield willingly. He emphasizes this indirect path as women's only 'lawful' mode of influence, opposing direct public action like abolition movements. This directly supports option B, with high confidence due to explicit textual alignment."",
""Answer"": ""B"",
""A"": 0.0,
""B"": 0.98,
""C"": 0.01,
""D"": 0.01
}",B,True,False,"Beecher explicitly states in Passage 1 that women's influence operates within the domestic sphere ('accomplished in the domestic and social circle'), where their cultivated virtues inspire men to yield willingly. He emphasizes this indirect path as women's only 'lawful' mode of influence, opposing direct public action like abolition movements. This directly supports option B, with high confidence due to explicit textual alignment.",B,0.0,0.98,0.01,0.01,0.0,B,deepseek_r1,sat_en
54,"{
""Reasoning"": ""The table lists pathogens and their infection rates in colonies with CCD. The row for 'All four pathogens' under CCD colonies is explicitly labeled 'All four pathogens' in the data cell, indicating 100% infection. This aligns with high individual pathogen rates (e.g., IAPV at 100%, Fungi at 100%), supporting near-certainty."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.0,
""C"": 0.0,
""D"": 1.0
}",D,True,False,"The table lists pathogens and their infection rates in colonies with CCD. The row for 'All four pathogens' under CCD colonies is explicitly labeled 'All four pathogens' in the data cell, indicating 100% infection. This aligns with high individual pathogen rates (e.g., IAPV at 100%, Fungi at 100%), supporting near-certainty.",D,0.0,0.0,0.0,1.0,0.0,B,deepseek_r1,sat_en
63,"{
  ""Reasoning"": ""Grimké argues that human rights stem from moral nature, not sex or race, explicitly stating: 'whatever it is morally right for man to do, it is morally right for woman to do.' She ties this to abolition (race) and gender equality, making A the clearest match. B and D are unsupported, while C misrepresents her focus on human equality vs. hierarchy."",
  ""Answer"": ""A"",
  ""A"": 0.9,
  ""B"": 0.03,
  ""C"": 0.02,
  ""D"": 0.05
}",A,True,False,"Grimké argues that human rights stem from moral nature, not sex or race, explicitly stating: 'whatever it is morally right for man to do, it is morally right for woman to do.' She ties this to abolition (race) and gender equality, making A the clearest match. B and D are unsupported, while C misrepresents her focus on human equality vs. hierarchy.",A,0.9,0.03,0.02,0.05,0.0,A,deepseek_r1,sat_en
64,"{
""Reasoning"": ""Grimké argues that human rights are inherent in moral nature and cannot be alienated, even when violated (e.g., slavery). She explicitly states rights exist independently of legal recognition, as they are 'stamped on [one's] moral being.' This directly supports option B. Options A, C, and D are not addressed in the passage."",
""Answer"": ""B"",
""A"": 0.0,
""B"": 0.99,
""C"": 0.01,
""D"": 0.0
}",B,True,False,"Grimké argues that human rights are inherent in moral nature and cannot be alienated, even when violated (e.g., slavery). She explicitly states rights exist independently of legal recognition, as they are 'stamped on [one's] moral being.' This directly supports option B. Options A, C, and D are not addressed in the passage.",B,0.0,0.99,0.01,0.0,0.0,B,deepseek_r1,sat_en
65,"{
""Reasoning"": ""Passage 1 argues for divinely ordained gender roles where women must operate only through domestic influence. Passage 2 directly refutes this by asserting equal moral rights regardless of sex, explicitly opposing Passage 1's foundational premise. This is a clear ideological conflict, not elaboration or context. Confidence is high due to direct textual counterarguments."",
""Answer"": ""B"",
""A"": 0.0,
""B"": 0.95,
""C"": 0.05,
""D"": 0.0
}",B,True,False,"Passage 1 argues for divinely ordained gender roles where women must operate only through domestic influence. Passage 2 directly refutes this by asserting equal moral rights regardless of sex, explicitly opposing Passage 1's foundational premise. This is a clear ideological conflict, not elaboration or context. Confidence is high due to direct textual counterarguments.",B,0.0,0.95,0.05,0.0,0.0,B,deepseek_r1,sat_en
69,"{
  ""Reasoning"": ""The passage explicitly states that mental athletes showed different brain activity patterns compared to controls during memorization. Functional MRIs revealed distinct circuitry activation (visual/spatial regions in athletes vs. less active areas in controls). No evidence supports structural differences (D), overall reduced activity (A), or cognitive range disparities (B). Confidence is high given direct textual evidence."",
  ""Answer"": ""C"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.85,
  ""D"": 0.05
}",C,True,False,"The passage explicitly states that mental athletes showed different brain activity patterns compared to controls during memorization. Functional MRIs revealed distinct circuitry activation (visual/spatial regions in athletes vs. less active areas in controls). No evidence supports structural differences (D), overall reduced activity (A), or cognitive range disparities (B). Confidence is high given direct textual evidence.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
67,"{
""Reasoning"": ""The passage states that Maguire's study of taxi drivers showed brain structure changes (neuroplasticity), challenging the long-held belief that the adult brain was anatomically static. This directly contradicts an earlier scientific consensus, making option C the best fit. The passage does not mention new methods (A), support popular views (B—neuroplasticity wasn't popular then), or question data authenticity (D). Confidence is high due to explicit text."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.85,
""D"": 0.05
}",C,True,False,"The passage states that Maguire's study of taxi drivers showed brain structure changes (neuroplasticity), challenging the long-held belief that the adult brain was anatomically static. This directly contradicts an earlier scientific consensus, making option C the best fit. The passage does not mention new methods (A), support popular views (B—neuroplasticity wasn't popular then), or question data authenticity (D). Confidence is high due to explicit text.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
66,"{
""Reasoning"": ""Both passages explicitly acknowledge women's moral duties. Passage 1 emphasizes duties within domestic spheres (e.g., piety, charity), while Passage 2 asserts duties stem from moral nature regardless of gender. Options B-D reflect disagreements: Beecher (Passage 1) opposes women's political activism, while Grimké (Passage 2) champions it. Thus, A is the only point of agreement."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Both passages explicitly acknowledge women's moral duties. Passage 1 emphasizes duties within domestic spheres (e.g., piety, charity), while Passage 2 asserts duties stem from moral nature regardless of gender. Options B-D reflect disagreements: Beecher (Passage 1) opposes women's political activism, while Grimké (Passage 2) champions it. Thus, A is the only point of agreement.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
68,"{
""Reasoning"": ""Maguire's study explicitly aimed to determine if mental athletes' superior memory stemmed from structural brain differences (like London cabbies) or superior utilization of normal brain functions. The passage states they sought to find whether memorizers' brains were 'structurally different' or 'making better use of memory abilities we all possess.' MRI results showed no structural differences, while fMRIs revealed unique neural activation patterns, confirming the focus was on structure versus functional use. High confidence as the passage directly addresses this contrast."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.15,
""C"": 0.75,
""D"": 0.05
}",C,True,False,"Maguire's study explicitly aimed to determine if mental athletes' superior memory stemmed from structural brain differences (like London cabbies) or superior utilization of normal brain functions. The passage states they sought to find whether memorizers' brains were 'structurally different' or 'making better use of memory abilities we all possess.' MRI results showed no structural differences, while fMRIs revealed unique neural activation patterns, confirming the focus was on structure versus functional use. High confidence as the passage directly addresses this contrast.",C,0.05,0.15,0.75,0.05,0.0,C,deepseek_r1,sat_en
70,"{
  ""Reasoning"": ""The passage explicitly states that mental athletes activate different brain regions (visual memory and spatial navigation) not typically used in routine memorization. They convert information into visual images and use spatial journeys, not abstract symbols or numerical lists. Their success comes from trained techniques, not innate ability or general mental exercises."",
  ""Answer"": ""A"",
  ""A"": 0.9,
  ""B"": 0.05,
  ""C"": 0.03,
  ""D"": 0.02
}",A,True,False,"The passage explicitly states that mental athletes activate different brain regions (visual memory and spatial navigation) not typically used in routine memorization. They convert information into visual images and use spatial journeys, not abstract symbols or numerical lists. Their success comes from trained techniques, not innate ability or general mental exercises.",A,0.9,0.05,0.03,0.02,0.0,A,deepseek_r1,sat_en
72,"{
""Reasoning"": ""The passage contrasts the gold, which isolates Silas and traps him in monotony, with Eppie, who actively engages with life—seeking sunshine, sounds, and movement. She reawakens Silas's senses, draws him outdoors, and fosters joy through curiosity and interaction with nature. This embodies vitality (liveliness and growth), while the gold is inert. Durability, protection, and self-sufficiency better describe the gold's unchanging, solitary nature."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"The passage contrasts the gold, which isolates Silas and traps him in monotony, with Eppie, who actively engages with life—seeking sunshine, sounds, and movement. She reawakens Silas's senses, draws him outdoors, and fosters joy through curiosity and interaction with nature. This embodies vitality (liveliness and growth), while the gold is inert. Durability, protection, and self-sufficiency better describe the gold's unchanging, solitary nature.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
71,"{
  ""Reasoning"": ""The passage contrasts gold's isolating, stagnant influence with Eppie's revitalizing effect on Silas. Gold traps him in monotony and numbness, while Eppie (whom he parents) awakens his senses, joy, memories, and connection to life. Silas's transformation—from emotional imprisonment to renewed consciousness through caring for her—explicitly demonstrates love's healing role. Option D directly captures this restorative journey. Option A misinterprets gold's symbolism (isolation, not societal corruption). Option B overemphasizes Eppie's morality rather than her impact. Option C ignores the sustained, positive transformation focus."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.1,
  ""C"": 0.05,
  ""D"": 0.8
}",D,True,False,"The passage contrasts gold's isolating, stagnant influence with Eppie's revitalizing effect on Silas. Gold traps him in monotony and numbness, while Eppie (whom he parents) awakens his senses, joy, memories, and connection to life. Silas's transformation—from emotional imprisonment to renewed consciousness through caring for her—explicitly demonstrates love's healing role. Option D directly captures this restorative journey. Option A misinterprets gold's symbolism (isolation, not societal corruption). Option B overemphasizes Eppie's morality rather than her impact. Option C ignores the sustained, positive transformation focus.",D,0.05,0.1,0.05,0.8,0.0,D,deepseek_r1,sat_en
76,"{
  ""Reasoning"": ""The passage primarily details a scientific study on ibises that investigated why birds fly in V formations, including methodology (GPS/accelerometers), key findings (positioning for updrafts, synchronized flapping), and expert reactions. While planes (A), downdrafts (B), and sensory mechanisms (D) are mentioned, they are contextual details supporting the core focus: explaining the research and its insights."",
  ""Answer"": ""C"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.85,
  ""D"": 0.05
}",C,True,False,"The passage primarily details a scientific study on ibises that investigated why birds fly in V formations, including methodology (GPS/accelerometers), key findings (positioning for updrafts, synchronized flapping), and expert reactions. While planes (A), downdrafts (B), and sensory mechanisms (D) are mentioned, they are contextual details supporting the core focus: explaining the research and its insights.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
77,"{
  ""Reasoning"": ""The passage states the study 'took advantage of an existing project to reintroduce endangered northern bald ibises to Europe' and used hand-raised juveniles. This implies accessibility through the ongoing project, as tracking endangered species typically requires special access. Options A and B are contradicted (juveniles learning the route; no prior logger use mentioned). Option C misinterprets a flight analogy as physical design."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.1,
  ""D"": 0.8
}",D,True,False,"The passage states the study 'took advantage of an existing project to reintroduce endangered northern bald ibises to Europe' and used hand-raised juveniles. This implies accessibility through the ongoing project, as tracking endangered species typically requires special access. Options A and B are contradicted (juveniles learning the route; no prior logger use mentioned). Option C misinterprets a flight analogy as physical design.",D,0.05,0.05,0.1,0.8,0.0,D,deepseek_r1,sat_en
74,"{
  ""Reasoning"": ""The passage emphasizes that before Eppie, Silas was trapped in a monotonous cycle centered on gold, leading to a 'blank limit' (line 14). After adopting her, his thoughts are forced 'onward' and 'far away' from that cycle (lines 12-15), making him anticipate 'new things' and 'the coming years' (lines 16-18). This contrasts sharply with his prior existence and directly supports option D. Option B is plausible but secondary; nature is a tool for their bonding, not the core consequence. Options A and C lack direct textual evidence."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.25,
  ""C"": 0.05,
  ""D"": 0.65
}",D,True,False,"The passage emphasizes that before Eppie, Silas was trapped in a monotonous cycle centered on gold, leading to a 'blank limit' (line 14). After adopting her, his thoughts are forced 'onward' and 'far away' from that cycle (lines 12-15), making him anticipate 'new things' and 'the coming years' (lines 16-18). This contrasts sharply with his prior existence and directly supports option D. Option B is plausible but secondary; nature is a tool for their bonding, not the core consequence. Options A and C lack direct textual evidence.",D,0.05,0.25,0.05,0.65,0.0,D,deepseek_r1,sat_en
73,"{
  ""Reasoning"": ""The passage contrasts Silas's life before and after adopting Eppie. Before Eppie, the narrator personifies the gold as demanding isolation and repetitive labor ('the gold had asked that he should sit weaving longer... deafened and blinded'). This technique (depicting the gold as requiring behaviors) directly emphasizes Silas's obsession with wealth. Option B misrepresents reproduction, C focuses on neighbors (not central here), and D contradicts his ability to recall the past (line 50)."",
  ""Answer"": ""A"",
  ""A"": 0.9,
  ""B"": 0.05,
  ""C"": 0.03,
  ""D"": 0.02
}",A,True,False,"The passage contrasts Silas's life before and after adopting Eppie. Before Eppie, the narrator personifies the gold as demanding isolation and repetitive labor ('the gold had asked that he should sit weaving longer... deafened and blinded'). This technique (depicting the gold as requiring behaviors) directly emphasizes Silas's obsession with wealth. Option B misrepresents reproduction, C focuses on neighbors (not central here), and D contradicts his ability to recall the past (line 50).",A,0.9,0.05,0.03,0.02,0.0,A,deepseek_r1,sat_en
75,"{
  ""Reasoning"": ""The passage contrasts Eppie's vitality with the isolating effect of gold. Eppie's growth ('ever-growing desires,' 'seeking sunshine') directly reawakens Silas’s senses and connects him to life ('reawakening his senses,' 'mind growing into memory'). Her expanding awareness ('making trial of everything') drives his engagement with the world ('carried his thoughts onward'), directly matching option B. Options A, C, and D misrepresent key themes: vulnerability isn't emphasized (A), wealth is rejected (C), and mortality isn't the focus (D)."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.9,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"The passage contrasts Eppie's vitality with the isolating effect of gold. Eppie's growth ('ever-growing desires,' 'seeking sunshine') directly reawakens Silas’s senses and connects him to life ('reawakening his senses,' 'mind growing into memory'). Her expanding awareness ('making trial of everything') drives his engagement with the world ('carried his thoughts onward'), directly matching option B. Options A, C, and D misrepresent key themes: vulnerability isn't emphasized (A), wealth is rejected (C), and mortality isn't the focus (D).",B,0.05,0.9,0.03,0.02,0.0,B,deepseek_r1,sat_en
78,"{
  ""Reasoning"": ""The passage explicitly states that the findings from ibises likely apply to pelicans, storks, and geese because they are 'long-winged birds' (line 45-46), implying they create similar aerodynamic wakes. Smaller birds are noted to create more complex wakes, making drafting difficult. Options A, B, and D lack direct support."",
  ""Answer"": ""C"",
  ""A"": 0.0,
  ""B"": 0.0,
  ""C"": 0.99,
  ""D"": 0.01
}",C,True,False,"The passage explicitly states that the findings from ibises likely apply to pelicans, storks, and geese because they are 'long-winged birds' (line 45-46), implying they create similar aerodynamic wakes. Smaller birds are noted to create more complex wakes, making drafting difficult. Options A, B, and D lack direct support.",C,0.0,0.0,0.99,0.01,0.0,C,deepseek_r1,sat_en
79,"{
  ""Reasoning"": ""Tocqueville explicitly states that forcing identical roles would degrade both sexes, resulting in 'weak men and disorderly women' (lines 24-25). This directly supports option B. No evidence suggests oppression absence (A), authority reclamation (C), or unneeded privileges (D). Confidence is high due to explicit textual support."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.85,
  ""C"": 0.05,
  ""D"": 0.05
}",B,True,False,"Tocqueville explicitly states that forcing identical roles would degrade both sexes, resulting in 'weak men and disorderly women' (lines 24-25). This directly supports option B. No evidence suggests oppression absence (A), authority reclamation (C), or unneeded privileges (D). Confidence is high due to explicit textual support.",B,0.05,0.85,0.05,0.05,0.0,B,deepseek_r1,sat_en
55,"{
  ""Reasoning"": ""The table shows percentages for colonies without colony collapse disorder: IAPV at 76%, KBV at 48%, Nosema apis at 0%, and Fungi (aggregate) at 81%. Since Nosema apis is 0%, the 81% fungal infection rate must be attributed to Nosema ceranae, making it the highest."",
  ""Answer"": ""D"",
  ""A"": 0.0,
  ""B"": 0.0,
  ""C"": 0.0,
  ""D"": 1.0
}",D,True,False,"The table shows percentages for colonies without colony collapse disorder: IAPV at 76%, KBV at 48%, Nosema apis at 0%, and Fungi (aggregate) at 81%. Since Nosema apis is 0%, the 81% fungal infection rate must be attributed to Nosema ceranae, making it the highest.",D,0.0,0.0,0.0,1.0,0.0,D,deepseek_r1,sat_en
83,"{
""Reasoning"": ""The passage begins with a broad depiction of the narrator's deep love for reading and the obstacles he faces (hiding books, saving money). It then shifts to a specific, pivotal incident—receiving 'Great Expectations' from Sempere—which profoundly shapes his aspirations. This aligns perfectly with option A. Option B overemphasizes the father's role, option C misrepresents reading as a 'skill' being applied, and option D inaccurately frames the passage as an 'analysis' of hardships."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.03,
""C"": 0.01,
""D"": 0.01
}",A,True,False,"The passage begins with a broad depiction of the narrator's deep love for reading and the obstacles he faces (hiding books, saving money). It then shifts to a specific, pivotal incident—receiving 'Great Expectations' from Sempere—which profoundly shapes his aspirations. This aligns perfectly with option A. Option B overemphasizes the father's role, option C misrepresents reading as a 'skill' being applied, and option D inaccurately frames the passage as an 'analysis' of hardships.",A,0.95,0.03,0.01,0.01,0.0,A,deepseek_r1,sat_en
85,"{
""Reasoning"": ""The narrator states that Sempere 'hardly ever allowed me to pay' but would secretly leave collected coins on the counter. This directly shows Sempere refused payment, yet the narrator paid anyway without Sempere's acceptance. Option B captures this dynamic accurately."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"The narrator states that Sempere 'hardly ever allowed me to pay' but would secretly leave collected coins on the counter. This directly shows Sempere refused payment, yet the narrator paid anyway without Sempere's acceptance. Option B captures this dynamic accurately.",B,0.1,0.8,0.05,0.05,0.0,D,deepseek_r1,sat_en
82,"{
""Reasoning"": ""Tocqueville (Passage 1) argues that distinct social positions for men and women are natural and beneficial to society, emphasizing sex-based roles. Mill (Passage 2) contends that positions should be determined by individual capabilities proven through free choice, opposing arbitrary restrictions like sex. Option A accurately captures this contrast. Other options misrepresent the texts: class (B) and temperament (C) aren't primary factors, and while societal benefit is mentioned, Mill's focus is on ability-based fairness, not personal reward (D)."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Tocqueville (Passage 1) argues that distinct social positions for men and women are natural and beneficial to society, emphasizing sex-based roles. Mill (Passage 2) contends that positions should be determined by individual capabilities proven through free choice, opposing arbitrary restrictions like sex. Option A accurately captures this contrast. Other options misrepresent the texts: class (B) and temperament (C) aren't primary factors, and while societal benefit is mentioned, Mill's focus is on ability-based fairness, not personal reward (D).",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
81,"{
  ""Reasoning"": ""Both passages frame changing gender roles as part of broader societal equality trends. Passage 1 explicitly links gender equality to democracy's leveling of social hierarchies. Passage 2 describes gender equality as the culmination of a society-wide shift from domination to 'just equality' in all human relations. Neither passage emphasizes economic drivers (C), conflicts with American principles (D), or cost-benefit analysis (B). The core agreement is that gender role changes reflect wider social equality movements."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"Both passages frame changing gender roles as part of broader societal equality trends. Passage 1 explicitly links gender equality to democracy's leveling of social hierarchies. Passage 2 describes gender equality as the culmination of a society-wide shift from domination to 'just equality' in all human relations. Neither passage emphasizes economic drivers (C), conflicts with American principles (D), or cost-benefit analysis (B). The core agreement is that gender role changes reflect wider social equality movements.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
84,"{
  ""Reasoning"": ""The passage explicitly states that after reading 'Great Expectations' repeatedly, the narrator became convinced he wanted to dedicate his life to writing like Dickens. This direct inspiration (A) outweighs other factors: no evidence suggests sweets were his only prior gifts (B), Sempere's regard (C) is implied but not the primary reason, and Sempere's 'friendship' with Dickens is metaphorical (D)."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"The passage explicitly states that after reading 'Great Expectations' repeatedly, the narrator became convinced he wanted to dedicate his life to writing like Dickens. This direct inspiration (A) outweighs other factors: no evidence suggests sweets were his only prior gifts (B), Sempere's regard (C) is implied but not the primary reason, and Sempere's 'friendship' with Dickens is metaphorical (D).",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
86,"{
""Reasoning"": ""The passage describes Sempere giving the narrator a copy of 'Great Expectations' and calling Dickens a 'lifelong friend,' showing deep admiration. Option B captures this reverence, while A lacks evidence (no mention of Sempere writing), C overreaches (no biographical details discussed), and D is unsupported (no comparison to other readers). Confidence is high due to explicit textual evidence."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.7,
""C"": 0.1,
""D"": 0.1
}",B,True,False,"The passage describes Sempere giving the narrator a copy of 'Great Expectations' and calling Dickens a 'lifelong friend,' showing deep admiration. Option B captures this reverence, while A lacks evidence (no mention of Sempere writing), C overreaches (no biographical details discussed), and D is unsupported (no comparison to other readers). Confidence is high due to explicit textual evidence.",B,0.1,0.7,0.1,0.1,0.0,B,deepseek_r1,sat_en
87,"{
  ""Reasoning"": ""Douglas cites the nation's growth (population, territory, power) despite the Free-Slave State division to directly counter Lincoln's claim that such division makes the Union unsustainable. He uses this evidence to argue that the division poses no danger, not primarily to discuss expansion, attack Lincoln's knowledge, or explain the US image."",
  ""Answer"": ""B"",
  ""A"": 0.1,
  ""B"": 0.85,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"Douglas cites the nation's growth (population, territory, power) despite the Free-Slave State division to directly counter Lincoln's claim that such division makes the Union unsustainable. He uses this evidence to argue that the division poses no danger, not primarily to discuss expansion, attack Lincoln's knowledge, or explain the US image.",B,0.1,0.85,0.03,0.02,0.0,B,deepseek_r1,sat_en
88,"{
""Reasoning"": ""Passage 1 argues that the constitutional framework allowing coexistence of Free and Slave States has enabled unprecedented national growth (population, territory, wealth) and stability. The speaker explicitly defends the original structure ('as our fathers made it'), opposes Lincoln's criticism, and asserts it requires no modification if states respect each other's sovereignty. While expansion is mentioned, it's framed as a natural outcome of the existing system, not an inherent constitutional provision. Economic growth is noted but not tied to slavery's necessity."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.15,
""C"": 0.75,
""D"": 0.05
}",C,True,False,"Passage 1 argues that the constitutional framework allowing coexistence of Free and Slave States has enabled unprecedented national growth (population, territory, wealth) and stability. The speaker explicitly defends the original structure ('as our fathers made it'), opposes Lincoln's criticism, and asserts it requires no modification if states respect each other's sovereignty. While expansion is mentioned, it's framed as a natural outcome of the existing system, not an inherent constitutional provision. Economic growth is noted but not tied to slavery's necessity.",C,0.05,0.15,0.75,0.05,0.0,C,deepseek_r1,sat_en
