Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,correct_answer,model,dataset
55,"Looking at the table data for colonies WITHOUT colony collapse disorder, I need to compare the infection percentages for each pathogen:

- IAPV: 76%
- KBV: 48%
- Nosema apis: 81%
- Nosema ceranae: 0%

Comparing these values, Nosema apis has the highest percentage at 81% for colonies without colony collapse disorder.

{
""Reasoning"": ""From the table, colonies without colony collapse disorder show infection rates of: IAPV (76%), KBV (48%), Nosema apis (81%), and Nosema ceranae (0%). Nosema apis clearly has the highest percentage at 81%."",
""Answer"": ""C"",
""A"": 0.0,
""B"": 0.0,
""C"": 1.0,
""D"": 0.0
}",C,False,True,,,,,,,D,claude-sonnet-4-20250514,sat_en
56,"{
""Reasoning"": ""The authors claim that Varroa mites increase susceptibility to secondary infections. However, the table only shows pathogen occurrence in colonies with/without colony collapse disorder - it doesn't indicate whether any colonies were infected with Varroa mites. Without data showing mite infection status, we cannot determine if mites increase susceptibility to other pathogens. The table is about colony collapse disorder, not mite infections specifically."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.1,
""C"": 0.1,
""D"": 0.8
}",D,True,True,"The authors claim that Varroa mites increase susceptibility to secondary infections. However, the table only shows pathogen occurrence in colonies with/without colony collapse disorder - it doesn't indicate whether any colonies were infected with Varroa mites. Without data showing mite infection status, we cannot determine if mites increase susceptibility to other pathogens. The table is about colony collapse disorder, not mite infections specifically.",D,0.0,0.1,0.1,0.8,D,claude-sonnet-4-20250514,sat_en
57,"Looking at the passage structure, I need to trace how the focus shifts throughout.

The passage begins with Lymie sitting alone in the restaurant, reading his history book about the Peace of Paris and the Congress of Vienna. The narrative follows his reading experience in detail - how he eats while reading, counts historical figures on his fingers, and gets distracted by other patrons.

Then the focus shifts to describing the party of four that enters (two men and two women with their appearance and behavior), followed by an extended description of Mr. Peters (Lymie's father) - his physical appearance, decline, and personality traits.

While the passage does include some physical setting details early on, the primary movement is from Lymie's solitary reading experience to detailed character descriptions of the restaurant patrons and his father. The narrative doesn't focus on inner thoughts of other characters, nor does it show relationship development, nor does it primarily shift from setting to personality traits.

{
""Reasoning"": ""The passage begins focused on Lymie reading his history book, describing his eating and reading habits in detail. It then shifts to describing the party of four patrons and extensively characterizing Mr. Peters (his father). The primary movement is from Lymie's reading experience to descriptions of people around him."",
""Answer"": ""D"",
""A"": 0.1,
""B"": 0.05,
""C"": 0.15,
""D"": 0.7
}",D,False,True,,,,,,,D,claude-sonnet-4-20250514,sat_en
58,"{
""Reasoning"": ""The first paragraph establishes the setting by describing the Alcazar Restaurant's physical layout, decoration, and atmosphere, then introduces Lymie and his history book. It provides concrete details about the restaurant's appearance and Lymie's position within it, setting the scene for the events that follow. While it introduces Lymie, the primary function is establishing where the action takes place."",
""Answer"": ""C"",
""A"": 0.2,
""B"": 0.1,
""C"": 0.65,
""D"": 0.05
}",C,True,True,"The first paragraph establishes the setting by describing the Alcazar Restaurant's physical layout, decoration, and atmosphere, then introduces Lymie and his history book. It provides concrete details about the restaurant's appearance and Lymie's position within it, setting the scene for the events that follow. While it introduces Lymie, the primary function is establishing where the action takes place.",C,0.2,0.1,0.65,0.05,C,claude-sonnet-4-20250514,sat_en
59,"{
""Reasoning"": ""The passage clearly states that Lymie was reading about the Congress of Vienna when 'a coat that he recognized as his father's was hung on the hook next to his chair. Lymie closed the book and said, \""I didn't think you were coming.\""' This directly indicates that Lymie closes the book because his father has arrived and joined him at the table."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.03,
""C"": 0.01,
""D"": 0.01
}",A,True,True,"The passage clearly states that Lymie was reading about the Congress of Vienna when 'a coat that he recognized as his father's was hung on the hook next to his chair. Lymie closed the book and said, ""I didn't think you were coming.""' This directly indicates that Lymie closes the book because his father has arrived and joined him at the table.",A,0.95,0.03,0.01,0.01,A,claude-sonnet-4-20250514,sat_en
60,"{
""Reasoning"": ""The last paragraph describes Mr. Peters as physically aged (gray hair, weight loss, poor color) but still behaving like his younger self. The text explicitly states 'the young man had never for one second deserted Mr. Peters' and was 'making him do things that were not becoming in a man of forty-five.' His self-conscious tie straightening and ring gesturing show he's acting like his younger self despite his age."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"The last paragraph describes Mr. Peters as physically aged (gray hair, weight loss, poor color) but still behaving like his younger self. The text explicitly states 'the young man had never for one second deserted Mr. Peters' and was 'making him do things that were not becoming in a man of forty-five.' His self-conscious tie straightening and ring gesturing show he's acting like his younger self despite his age.",B,0.05,0.85,0.05,0.05,B,claude-sonnet-4-20250514,sat_en
61,"{
""Reasoning"": ""In Passage 1, Beecher explicitly states that 'Heaven has appointed to one sex the superior, and to the other the subordinate station' and that 'woman holds a subordinate relation in society to the other sex.' However, he immediately clarifies that this subordinate position doesn't mean 'her duties or her influence should be any the less important, or all-pervading.' He emphasizes that women's mode of influence is 'altogether different and peculiar' but equally significant through domestic and social spheres."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"In Passage 1, Beecher explicitly states that 'Heaven has appointed to one sex the superior, and to the other the subordinate station' and that 'woman holds a subordinate relation in society to the other sex.' However, he immediately clarifies that this subordinate position doesn't mean 'her duties or her influence should be any the less important, or all-pervading.' He emphasizes that women's mode of influence is 'altogether different and peculiar' but equally significant through domestic and social spheres.",B,0.1,0.8,0.05,0.05,B,claude-sonnet-4-20250514,sat_en
62,"{
""Reasoning"": ""In Passage 1, Beecher argues that women should exert influence through 'peace and love' in the 'domestic and social circle' (lines 22-27). He states that women should become cultivated so that 'fathers, husbands, and sons will find an influence thrown around them' (lines 34-36). This clearly indicates that women's effect on public life is indirect - they influence the men in their families who then act in the public sphere."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"In Passage 1, Beecher argues that women should exert influence through 'peace and love' in the 'domestic and social circle' (lines 22-27). He states that women should become cultivated so that 'fathers, husbands, and sons will find an influence thrown around them' (lines 34-36). This clearly indicates that women's effect on public life is indirect - they influence the men in their families who then act in the public sphere.",B,0.1,0.8,0.05,0.05,B,claude-sonnet-4-20250514,sat_en
63,"{
""Reasoning"": ""Grimké's central argument in Passage 2 is that human rights are based on moral nature, not physical characteristics. She explicitly states that 'the mere circumstance of sex does not give to man higher rights and responsibilities, than to woman' and that 'whatever it is morally right for man to do, it is morally right for woman to do.' This directly supports option A, which encompasses both race (through her slavery discussion) and gender equality based on shared moral nature."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.05,
""C"": 0.05,
""D"": 0.05
}",A,True,True,"Grimké's central argument in Passage 2 is that human rights are based on moral nature, not physical characteristics. She explicitly states that 'the mere circumstance of sex does not give to man higher rights and responsibilities, than to woman' and that 'whatever it is morally right for man to do, it is morally right for woman to do.' This directly supports option A, which encompasses both race (through her slavery discussion) and gender equality based on shared moral nature.",A,0.85,0.05,0.05,0.05,A,claude-sonnet-4-20250514,sat_en
64,"{
""Reasoning"": ""Grimké argues that human rights are founded in moral nature, not legal recognition. She states that rights 'may be wrested from the slave, but they cannot be alienated' and that a slave's 'title to himself is as perfect now' as anyone else's because it's 'stamped on his moral being.' This clearly indicates rights retain their moral authority even when not legally recognized."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"Grimké argues that human rights are founded in moral nature, not legal recognition. She states that rights 'may be wrested from the slave, but they cannot be alienated' and that a slave's 'title to himself is as perfect now' as anyone else's because it's 'stamped on his moral being.' This clearly indicates rights retain their moral authority even when not legally recognized.",B,0.05,0.85,0.05,0.05,B,claude-sonnet-4-20250514,sat_en
65,"{
""Reasoning"": ""Passage 1 argues that women should hold a subordinate position to men and operate within domestic spheres, using gentle influence rather than direct confrontation. Passage 2 directly contradicts this by arguing that moral beings have equal rights regardless of sex, and that women should have the same moral rights and responsibilities as men. Grimké explicitly rejects the idea that sex determines different roles, directly challenging Beecher's core premise about women's subordinate station."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.90,
""C"": 0.02,
""D"": 0.03
}",B,True,True,"Passage 1 argues that women should hold a subordinate position to men and operate within domestic spheres, using gentle influence rather than direct confrontation. Passage 2 directly contradicts this by arguing that moral beings have equal rights regardless of sex, and that women should have the same moral rights and responsibilities as men. Grimké explicitly rejects the idea that sex determines different roles, directly challenging Beecher's core premise about women's subordinate station.",B,0.05,0.9,0.02,0.03,B,claude-sonnet-4-20250514,sat_en
66,"{
""Reasoning"": ""Both passages acknowledge that women have moral duties and responsibilities, though they disagree on their scope. Passage 1 emphasizes women's duties in domestic/social spheres and their moral influence through 'piety, charity, maternal and domestic duty.' Passage 2 argues women are 'moral beings' with duties originating from 'diversity of our relations in life' and 'various gifts and talents.' Both authors clearly recognize women's moral obligations, making this the only claim both would accept."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,True,"Both passages acknowledge that women have moral duties and responsibilities, though they disagree on their scope. Passage 1 emphasizes women's duties in domestic/social spheres and their moral influence through 'piety, charity, maternal and domestic duty.' Passage 2 argues women are 'moral beings' with duties originating from 'diversity of our relations in life' and 'various gifts and talents.' Both authors clearly recognize women's moral obligations, making this the only claim both would accept.",A,0.95,0.02,0.02,0.01,A,claude-sonnet-4-20250514,sat_en
67,"{
""Reasoning"": ""The passage states that Maguire's taxi driver study showed their brains had physically altered structure, specifically enlarged hippocampus regions. This finding was significant because 'It had long been thought that the adult brain was incapable of spawning new neurons' and that 'the brain's basic anatomical structure was more or less static.' Maguire's study 'suggested the old inherited wisdom was simply not true,' directly challenging the previous scientific consensus about brain plasticity."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.1,
""C"": 0.8,
""D"": 0.0
}",C,True,True,"The passage states that Maguire's taxi driver study showed their brains had physically altered structure, specifically enlarged hippocampus regions. This finding was significant because 'It had long been thought that the adult brain was incapable of spawning new neurons' and that 'the brain's basic anatomical structure was more or less static.' Maguire's study 'suggested the old inherited wisdom was simply not true,' directly challenging the previous scientific consensus about brain plasticity.",C,0.1,0.1,0.8,0.0,C,claude-sonnet-4-20250514,sat_en
68,"{
""Reasoning"": ""The passage states that Maguire and her team 'wanted to find out if the memorizers' brains were-like the London cabbies'-structurally different from the rest of ours, or if they were somehow just making better use of memory abilities that we all possess.' This directly corresponds to option C, which asks whether enhanced memory reflects abnormal brain structure or unusual use of normal structure. The study found no structural differences but different neural activation patterns."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.2,
""C"": 0.65,
""D"": 0.05
}",C,True,True,"The passage states that Maguire and her team 'wanted to find out if the memorizers' brains were-like the London cabbies'-structurally different from the rest of ours, or if they were somehow just making better use of memory abilities that we all possess.' This directly corresponds to option C, which asks whether enhanced memory reflects abnormal brain structure or unusual use of normal structure. The study found no structural differences but different neural activation patterns.",C,0.1,0.2,0.65,0.05,C,claude-sonnet-4-20250514,sat_en
69,"{
""Reasoning"": ""The passage states that mental athletes and control subjects showed no structural brain differences and scored similarly on cognitive tests. However, the key difference was in brain activity patterns: mental athletes activated 'entirely different circuitry' and regions that were 'less active in the control subjects seemed to be working in overdrive for the mental athletes.' This indicates different patterns of brain activity, not overall less activity, wider cognitive range, or structural differences."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.05,
""C"": 0.8,
""D"": 0.05
}",C,True,True,"The passage states that mental athletes and control subjects showed no structural brain differences and scored similarly on cognitive tests. However, the key difference was in brain activity patterns: mental athletes activated 'entirely different circuitry' and regions that were 'less active in the control subjects seemed to be working in overdrive for the mental athletes.' This indicates different patterns of brain activity, not overall less activity, wider cognitive range, or structural differences.",C,0.1,0.05,0.8,0.05,C,claude-sonnet-4-20250514,sat_en
70,"{
""Reasoning"": ""The passage explicitly states that mental athletes were 'activating entirely different circuitry' and 'engaging several regions of the brain known to be involved in visual memory and spatial navigation' - areas not typically used for memorization. They consciously convert information into images and distribute them along spatial journeys, exploiting brain regions normally used for navigation rather than routine memorization."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,True,"The passage explicitly states that mental athletes were 'activating entirely different circuitry' and 'engaging several regions of the brain known to be involved in visual memory and spatial navigation' - areas not typically used for memorization. They consciously convert information into images and distribute them along spatial journeys, exploiting brain regions normally used for navigation rather than routine memorization.",A,0.95,0.02,0.02,0.01,A,claude-sonnet-4-20250514,sat_en
71,"{
""Reasoning"": ""The passage contrasts Silas's life with gold (isolated, repetitive, spiritually deadening) versus his life with Eppie (connected, growing, spiritually awakening). The text explicitly states that Eppie 'reawakened his senses,' helped his 'soul...unfolding,' and brought him 'into full consciousness.' This transformation through caring for a child clearly illustrates the restorative power of parental love, making D the strongest thematic choice."",
""Answer"": ""D"",
""A"": 0.1,
""B"": 0.15,
""C"": 0.05,
""D"": 0.7
}",D,True,True,"The passage contrasts Silas's life with gold (isolated, repetitive, spiritually deadening) versus his life with Eppie (connected, growing, spiritually awakening). The text explicitly states that Eppie 'reawakened his senses,' helped his 'soul...unfolding,' and brought him 'into full consciousness.' This transformation through caring for a child clearly illustrates the restorative power of parental love, making D the strongest thematic choice.",D,0.1,0.15,0.05,0.7,D,claude-sonnet-4-20250514,sat_en
72,"{
""Reasoning"": ""The passage contrasts gold and Eppie extensively. Gold is described as needing 'nothing,' 'hidden away from daylight,' 'deaf to song,' and leading to 'nothing beyond itself.' Eppie is described as having 'endless claims,' 'seeking and loving sunshine,' 'living sounds and movements,' and bringing 'fresh life.' The text emphasizes Eppie's dynamic, life-giving qualities versus gold's static nature, clearly indicating greater vitality."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,True,"The passage contrasts gold and Eppie extensively. Gold is described as needing 'nothing,' 'hidden away from daylight,' 'deaf to song,' and leading to 'nothing beyond itself.' Eppie is described as having 'endless claims,' 'seeking and loving sunshine,' 'living sounds and movements,' and bringing 'fresh life.' The text emphasizes Eppie's dynamic, life-giving qualities versus gold's static nature, clearly indicating greater vitality.",A,0.95,0.02,0.02,0.01,A,claude-sonnet-4-20250514,sat_en
73,"{
""Reasoning"": ""The passage contrasts Silas's life with gold versus his life with Eppie. The narrator personifies the gold, describing it as something that 'needed nothing,' 'must be worshipped,' was 'hidden away,' and 'asked that he should sit weaving longer.' This technique makes the gold seem like a demanding entity that controlled Silas's behavior, emphasizing his obsessive relationship with wealth. Options B, C, and D are not supported by the text's specific techniques."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.05,
""C"": 0.05,
""D"": 0.05
}",A,True,True,"The passage contrasts Silas's life with gold versus his life with Eppie. The narrator personifies the gold, describing it as something that 'needed nothing,' 'must be worshipped,' was 'hidden away,' and 'asked that he should sit weaving longer.' This technique makes the gold seem like a demanding entity that controlled Silas's behavior, emphasizing his obsessive relationship with wealth. Options B, C, and D are not supported by the text's specific techniques.",A,0.85,0.05,0.05,0.05,A,claude-sonnet-4-20250514,sat_en
74,"{
""Reasoning"": ""The passage contrasts Silas's life with gold versus with Eppie. With gold, his thoughts were 'in an ever-repeated circle, leading to nothing beyond itself.' With Eppie, she 'forced his thoughts onward, and carried them far away from their old eager pacing towards the same blank limit-carried them away to the new things that would come with the coming years.' This clearly indicates he now looks forward to a different future focused on Eppie's growth and development."",
""Answer"": ""D"",
""A"": ""0.1"",
""B"": ""0.2"",
""C"": ""0.1"",
""D"": ""0.6""
}",D,True,True,"The passage contrasts Silas's life with gold versus with Eppie. With gold, his thoughts were 'in an ever-repeated circle, leading to nothing beyond itself.' With Eppie, she 'forced his thoughts onward, and carried them far away from their old eager pacing towards the same blank limit-carried them away to the new things that would come with the coming years.' This clearly indicates he now looks forward to a different future focused on Eppie's growth and development.",D,0.1,0.2,0.1,0.6,D,claude-sonnet-4-20250514,sat_en
75,"{
""Reasoning"": ""The passage explicitly states that 'as the child's mind was growing into knowledge, his mind was growing into memory: as her life unfolded, his soul, long stupefied in a cold narrow prison, was unfolding too.' This directly connects Eppie's expanding awareness with Silas's increasing engagement with life. The text shows how Eppie awakens Silas's senses, draws him from his monotonous weaving, and forces his thoughts toward new experiences and connections with neighbors."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.90,
""C"": 0.03,
""D"": 0.02
}",B,True,True,"The passage explicitly states that 'as the child's mind was growing into knowledge, his mind was growing into memory: as her life unfolded, his soul, long stupefied in a cold narrow prison, was unfolding too.' This directly connects Eppie's expanding awareness with Silas's increasing engagement with life. The text shows how Eppie awakens Silas's senses, draws him from his monotonous weaving, and forces his thoughts toward new experiences and connections with neighbors.",B,0.05,0.9,0.03,0.02,B,claude-sonnet-4-20250514,sat_en
76,"{
""Reasoning"": ""The passage primarily focuses on a scientific study that investigated why migrating birds fly in V formation. It describes the research methodology using ibises with GPS trackers and accelerometers, presents the findings about birds positioning themselves to catch updrafts and sync wing beats, and discusses the implications. While other topics like planes, downdrafts, and feather sensing are mentioned, they serve as supporting details rather than the main focus."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.05,
""C"": 0.8,
""D"": 0.05
}",C,True,True,"The passage primarily focuses on a scientific study that investigated why migrating birds fly in V formation. It describes the research methodology using ibises with GPS trackers and accelerometers, presents the findings about birds positioning themselves to catch updrafts and sync wing beats, and discusses the implications. While other topics like planes, downdrafts, and feather sensing are mentioned, they serve as supporting details rather than the main focus.",C,0.1,0.05,0.8,0.05,C,claude-sonnet-4-20250514,sat_en
77,"{
""Reasoning"": ""The passage states that the study 'took advantage of an existing project to reintroduce endangered northern bald ibises to Europe' where 'scientists used a microlight plane to show hand-raised birds their ancestral migration route.' This indicates the birds were already part of a reintroduction program, making them accessible to researchers. The birds were hand-raised and being guided by planes, making them easy to track and observe with data loggers."",
""Answer"": ""D"",
""A"": 0.1,
""B"": 0.05,
""C"": 0.15,
""D"": 0.7
}",D,True,True,"The passage states that the study 'took advantage of an existing project to reintroduce endangered northern bald ibises to Europe' where 'scientists used a microlight plane to show hand-raised birds their ancestral migration route.' This indicates the birds were already part of a reintroduction program, making them accessible to researchers. The birds were hand-raised and being guided by planes, making them easy to track and observe with data loggers.",D,0.1,0.05,0.15,0.7,D,claude-sonnet-4-20250514,sat_en
78,"{
""Reasoning"": ""The passage states that Usherwood says 'The findings likely apply to other long-winged birds, such as pelicans, storks, and geese.' This directly follows the discussion of how ibises position themselves and time their wing beats to catch updrafts. The implication is that these other long-winged birds would behave similarly to ibises in V formation flight, creating similar aerodynamic conditions."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.05,
""C"": 0.8,
""D"": 0.05
}",C,True,True,"The passage states that Usherwood says 'The findings likely apply to other long-winged birds, such as pelicans, storks, and geese.' This directly follows the discussion of how ibises position themselves and time their wing beats to catch updrafts. The implication is that these other long-winged birds would behave similarly to ibises in V formation flight, creating similar aerodynamic conditions.",C,0.1,0.05,0.8,0.05,C,claude-sonnet-4-20250514,sat_en
79,"{
""Reasoning"": ""In Passage 1, Tocqueville explicitly states that attempting to make men and women 'not only equal but alike' would result in both sexes being 'degraded.' He describes this as a 'preposterous medley' that would produce 'weak men and disorderly women.' This clearly indicates that treating the sexes as identical would harm both, not benefit either."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.90,
""C"": 0.03,
""D"": 0.02
}",B,True,True,"In Passage 1, Tocqueville explicitly states that attempting to make men and women 'not only equal but alike' would result in both sexes being 'degraded.' He describes this as a 'preposterous medley' that would produce 'weak men and disorderly women.' This clearly indicates that treating the sexes as identical would harm both, not benefit either.",B,0.05,0.9,0.03,0.02,B,claude-sonnet-4-20250514,sat_en
80,"{
""Reasoning"": ""Mill states that the relationship between men and women 'was sure to be the last to throw off the old rule' because it involves the 'nearest and most intimate' relations 'connected with the greatest number of strong emotions.' He explains that 'in proportion to the strength of a feeling is the tenacity with which it clings to the forms and circumstances with which it has even accidentally become associated.' This directly points to deeply entrenched tradition and emotional attachment as the primary resistance to change."",
""Answer"": ""B"",
""A"": 0.15,
""B"": 0.75,
""C"": 0.05,
""D"": 0.05
}",B,True,True,Mill states that the relationship between men and women 'was sure to be the last to throw off the old rule' because it involves the 'nearest and most intimate' relations 'connected with the greatest number of strong emotions.' He explains that 'in proportion to the strength of a feeling is the tenacity with which it clings to the forms and circumstances with which it has even accidentally become associated.' This directly points to deeply entrenched tradition and emotional attachment as the primary resistance to change.,B,0.15,0.75,0.05,0.05,B,claude-sonnet-4-20250514,sat_en
81,"{
""Reasoning"": ""Both passages discuss changes in gender roles within the context of broader social movements toward equality. Passage 1 explicitly states that democracy 'destroys or modifies the different inequalities which originate in society' and connects gender equality to this broader democratic trend. Passage 2 begins by describing how 'mankind have outgrown' inequality as society's basis and that 'all things now tend to substitute...a just equality.' Both authors frame gender role changes as part of larger societal shifts toward equality, though they differ on implementation approaches."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.05,
""C"": 0.05,
""D"": 0.05
}",A,True,True,"Both passages discuss changes in gender roles within the context of broader social movements toward equality. Passage 1 explicitly states that democracy 'destroys or modifies the different inequalities which originate in society' and connects gender equality to this broader democratic trend. Passage 2 begins by describing how 'mankind have outgrown' inequality as society's basis and that 'all things now tend to substitute...a just equality.' Both authors frame gender role changes as part of larger societal shifts toward equality, though they differ on implementation approaches.",A,0.85,0.05,0.05,0.05,A,claude-sonnet-4-20250514,sat_en
82,"{
""Reasoning"": ""Tocqueville argues that men and women should have distinct roles based on their different natures, with society benefiting from this division of labor (like political economy principles). Mill advocates for complete liberty of choice, where individuals should be free to pursue any occupation based on their abilities, regardless of sex. Tocqueville emphasizes sex-based role differentiation for societal benefit, while Mill emphasizes individual ability and merit as the determining factors."",
""Answer"": ""A"",
""A"": ""0.85"",
""B"": ""0.05"",
""C"": ""0.05"",
""D"": ""0.05""
}",A,True,True,"Tocqueville argues that men and women should have distinct roles based on their different natures, with society benefiting from this division of labor (like political economy principles). Mill advocates for complete liberty of choice, where individuals should be free to pursue any occupation based on their abilities, regardless of sex. Tocqueville emphasizes sex-based role differentiation for societal benefit, while Mill emphasizes individual ability and merit as the determining factors.",A,0.85,0.05,0.05,0.05,A,claude-sonnet-4-20250514,sat_en
83,"{
""Reasoning"": ""The passage begins by establishing the narrator's general love of reading and books as an escape from difficult circumstances. It describes how books were his friends, how he learned to read early, and how reading provided refuge. The focus then shifts to a specific, pivotal moment when Sempere gives him 'Great Expectations' by Dickens, which becomes transformative - leading the narrator to want to become a writer like Dickens. This represents a clear shift from general discussion to a specific influential incident."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.10,
""C"": 0.03,
""D"": 0.02
}",A,True,True,"The passage begins by establishing the narrator's general love of reading and books as an escape from difficult circumstances. It describes how books were his friends, how he learned to read early, and how reading provided refuge. The focus then shifts to a specific, pivotal moment when Sempere gives him 'Great Expectations' by Dickens, which becomes transformative - leading the narrator to want to become a writer like Dickens. This represents a clear shift from general discussion to a specific influential incident.",A,0.85,0.1,0.03,0.02,A,claude-sonnet-4-20250514,sat_en
84,"{
""Reasoning"": ""The passage explicitly states that after reading Great Expectations, the narrator 'was convinced that I didn't want to do anything else in life but learn to do what Mr. Dickens had done.' This directly indicates that the book inspired his desire to become a writer. While the other options have some textual support, none capture the transformative impact that made this gift so special to the narrator."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.05,
""C"": 0.08,
""D"": 0.02
}",A,True,True,"The passage explicitly states that after reading Great Expectations, the narrator 'was convinced that I didn't want to do anything else in life but learn to do what Mr. Dickens had done.' This directly indicates that the book inspired his desire to become a writer. While the other options have some textual support, none capture the transformative impact that made this gift so special to the narrator.",A,0.85,0.05,0.08,0.02,A,claude-sonnet-4-20250514,sat_en
85,"{
""Reasoning"": ""The passage states that the bookseller 'hardly ever allowed me to pay for the books he placed in my hands, but when he wasn't looking I'd leave the coins I'd managed to collect on the counter.' The narrator then explains this was 'only small change' and 'if I'd had to buy a book with that pittance, I would probably have been able to afford only a booklet of cigarette papers.' This clearly indicates he pays much less than the books' actual worth."",
""Answer"": ""D"",
""A"": 0.1,
""B"": 0.1,
""C"": 0.0,
""D"": 0.8
}",D,True,True,"The passage states that the bookseller 'hardly ever allowed me to pay for the books he placed in my hands, but when he wasn't looking I'd leave the coins I'd managed to collect on the counter.' The narrator then explains this was 'only small change' and 'if I'd had to buy a book with that pittance, I would probably have been able to afford only a booklet of cigarette papers.' This clearly indicates he pays much less than the books' actual worth.",D,0.1,0.1,0.0,0.8,D,claude-sonnet-4-20250514,sat_en
86,"{
""Reasoning"": ""When the narrator asks if Dickens is 'a friend' of Sempere's, Sempere responds 'A lifelong friend. And from now on, he's your friend too.' This metaphorical language suggests Sempere has a deep, personal appreciation for Dickens as an author through his works, not a literal friendship. The careful handling of the book and gift-giving also indicate admiration. There's no evidence of Sempere writing, biographical knowledge, or claims of being the 'most' appreciative reader."",
""Answer"": ""B"",
""A"": 0.0,
""B"": 0.85,
""C"": 0.1,
""D"": 0.05
}",B,True,True,"When the narrator asks if Dickens is 'a friend' of Sempere's, Sempere responds 'A lifelong friend. And from now on, he's your friend too.' This metaphorical language suggests Sempere has a deep, personal appreciation for Dickens as an author through his works, not a literal friendship. The careful handling of the book and gift-giving also indicate admiration. There's no evidence of Sempere writing, biographical knowledge, or claims of being the 'most' appreciative reader.",B,0.0,0.85,0.1,0.05,B,claude-sonnet-4-20250514,sat_en
87,"{
""Reasoning"": ""Douglas uses the historical growth of the US (from 4 million to 30 million people, territorial expansion, increased wealth and power) as evidence that the Union has thrived despite being divided into free and slave states. He argues this growth proves Lincoln wrong about the 'house divided' being unsustainable, directly countering Lincoln's claim that such division 'cannot stand.'"",
""Answer"": ""B"",
""A"": 0.15,
""B"": 0.75,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"Douglas uses the historical growth of the US (from 4 million to 30 million people, territorial expansion, increased wealth and power) as evidence that the Union has thrived despite being divided into free and slave states. He argues this growth proves Lincoln wrong about the 'house divided' being unsustainable, directly countering Lincoln's claim that such division 'cannot stand.'",B,0.15,0.75,0.05,0.05,B,claude-sonnet-4-20250514,sat_en
88,"{
""Reasoning"": ""Passage 1 argues that the Constitution's framework allowing both free and slave states has been successful, citing America's growth in population, territory, and power. The speaker defends this 'divided' system as workable and suggests it can continue indefinitely if states respect each other's sovereignty. This directly supports the idea that the existing constitutional structure is fundamentally sound and doesn't need changing."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.2,
""C"": 0.6,
""D"": 0.1
}",C,True,True,"Passage 1 argues that the Constitution's framework allowing both free and slave states has been successful, citing America's growth in population, territory, and power. The speaker defends this 'divided' system as workable and suggests it can continue indefinitely if states respect each other's sovereignty. This directly supports the idea that the existing constitutional structure is fundamentally sound and doesn't need changing.",C,0.1,0.2,0.6,0.1,C,claude-sonnet-4-20250514,sat_en
89,"{
""Reasoning"": ""In Passage 2, Lincoln explicitly states that there has been 'comparative peace upon the slavery question' when slavery was 'limited to its present bounds' and 'no effort to spread it.' He argues that 'All the trouble and convulsion has proceeded from efforts to spread it over more territory.' This directly supports option B - that controversy would abate if attempts to introduce slavery to new regions were abandoned."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"In Passage 2, Lincoln explicitly states that there has been 'comparative peace upon the slavery question' when slavery was 'limited to its present bounds' and 'no effort to spread it.' He argues that 'All the trouble and convulsion has proceeded from efforts to spread it over more territory.' This directly supports option B - that controversy would abate if attempts to introduce slavery to new regions were abandoned.",B,0.05,0.85,0.05,0.05,B,claude-sonnet-4-20250514,sat_en
